"date","close","volume","open","high","low"
"2017/09/19","375.1000","6435208.0000","380.0000","382.3900","373.5700"
"2017/09/18","385.0000","7177773.0000","380.2500","389.6100","377.6800"
"2017/09/15","379.8100","5407227.0000","374.5100","380.0000","372.7000"
"2017/09/14","377.6400","7170263.0000","364.3300","377.9600","362.6300"
"2017/09/13","366.2300","4171185.0000","363.8200","368.0700","359.5900"
"2017/09/12","362.7500","5966204.0000","364.4900","368.7600","360.4000"
"2017/09/11","363.6900","7651000.0000","351.3500","363.7100","350.0000"
"2017/09/08","343.4000","3261333.0000","348.9900","349.7800","342.3000"
"2017/09/07","350.6100","4235045.0000","345.9800","352.4800","343.4500"
"2017/09/06","344.5300","4082001.0000","349.5000","350.9790","341.5600"
"2017/09/05","349.5900","3836402.0000","353.8000","355.4900","345.8900"
"2017/09/01","355.4000","3048550.0000","356.1200","357.5900","353.6902"
"2017/08/31","355.9000","4063330.0000","353.5500","358.4400","352.8200"
"2017/08/30","353.1800","3404165.0000","349.6700","353.4700","347.0000"
"2017/08/29","347.3600","4069303.0000","339.4800","349.0500","338.7500"
"2017/08/28","345.6600","3746240.0000","347.2800","347.3500","339.7200"
"2017/08/25","348.0500","3475186.0000","354.2400","355.6900","347.3000"
"2017/08/24","352.9300","4571574.0000","352.5200","356.6600","349.7400"
"2017/08/23","352.7700","4941947.0000","338.9900","353.4900","338.3041"
"2017/08/22","341.3500","4314268.0000","341.1300","342.2400","337.3725"
"2017/08/21","337.8600","6489850.0000","345.8200","345.8200","331.8500"
"2017/08/18","347.4600","5390805.0000","352.9100","354.0000","345.8000"
"2017/08/17","351.9200","5010825.0000","361.2100","363.3000","351.5900"
"2017/08/16","362.9100","3406173.0000","363.0000","366.5000","362.5200"
"2017/08/15","362.3300","3084601.0000","365.2000","365.4900","359.3700"
"2017/08/14","363.8000","4507969.0000","364.6300","367.6600","362.6000"
"2017/08/11","357.8700","4357562.0000","356.9700","361.2600","353.6200"
"2017/08/10","355.4000","7063054.0000","361.6000","366.6504","354.6600"
"2017/08/09","363.5300","6881182.0000","361.0000","370.0000","358.9500"
"2017/08/08","365.2200","7431838.0000","357.5300","368.5800","357.4000"
"2017/08/07","355.1700","6309331.0000","357.3500","359.4800","352.7500"
"2017/08/04","356.9100","9233295.0000","347.0000","357.2700","343.3000"
"2017/08/03","347.0900","13524270.0000","345.3300","350.0000","343.1500"
"2017/08/02","325.8900","11942350.0000","318.9400","327.1200","311.2200"
"2017/08/01","319.5700","8284997.0000","323.0000","324.4500","316.1300"
"2017/07/31","323.4700","8525454.0000","335.5000","341.4900","321.0400"
"2017/07/28","335.0700","4869891.0000","336.8900","339.6000","332.5100"
"2017/07/27","334.4600","8285879.0000","346.0000","347.5000","326.2900"
"2017/07/26","343.8500","4809514.0000","340.3600","345.5000","338.1200"
"2017/07/25","339.6000","6977932.0000","345.0000","345.6000","334.1500"
"2017/07/24","342.5200","8598292.0000","330.2400","343.3990","330.0100"
"2017/07/21","328.4000","4871708.0000","329.4600","331.2575","325.8000"
"2017/07/20","329.9200","5142516.0000","326.9000","330.2200","324.2000"
"2017/07/19","325.2600","6345884.0000","328.2300","331.6500","323.2193"
"2017/07/18","328.2400","6360710.0000","317.5000","329.1300","315.6600"
"2017/07/17","319.5700","9827506.0000","325.5400","327.1000","313.4500"
"2017/07/14","327.7800","5607924.0000","323.1900","328.4200","321.2200"
"2017/07/13","323.4100","8582315.0000","330.1100","331.6000","319.9700"
"2017/07/12","329.5200","10317240.0000","330.4000","333.1000","324.5000"
"2017/07/11","327.2200","11526760.0000","316.0000","327.2800","314.3000"
"2017/07/10","316.0500","13760290.0000","312.9000","317.9400","303.1300"
"2017/07/07","313.2200","14129950.0000","313.5000","317.0000","307.3800"
"2017/07/06","308.8300","19258040.0000","317.2600","320.7899","306.3000"
"2017/07/05","327.0900","16998300.0000","347.2000","347.2400","326.3300"
"2017/07/03","352.6200","6305401.0000","370.2400","371.3500","351.5000"
"2017/06/30","361.6100","5823046.0000","363.7100","366.7674","359.6187"
"2017/06/29","360.7500","8202463.0000","370.6100","371.0000","354.1000"
"2017/06/28","371.2400","6290323.0000","366.6800","371.7400","362.5200"
"2017/06/27","362.3700","6977494.0000","376.4000","376.4000","362.0200"
"2017/06/26","377.4900","6596854.0000","386.6900","386.9500","373.1000"
"2017/06/23","383.4500","6425180.0000","382.4500","386.9900","379.3450"
"2017/06/22","382.6100","7510406.0000","377.9900","385.0000","373.5700"
"2017/06/21","376.4000","4916770.0000","374.3500","376.9900","368.0200"
"2017/06/20","372.2400","7419110.0000","376.6700","378.8800","369.7300"
"2017/06/19","369.8000","6433434.0000","375.0000","376.7000","367.8000"
"2017/06/16","371.4000","6347450.0000","377.9750","378.0100","370.1000"
"2017/06/15","375.3400","10412650.0000","372.5000","375.4600","366.4900"
"2017/06/14","380.6600","12778480.0000","381.0850","384.2500","376.3100"
"2017/06/13","375.9500","11773370.0000","367.6200","376.0000","366.6100"
"2017/06/12","359.0100","10507860.0000","357.9900","364.5000","350.6200"
"2017/06/09","357.3200","17250060.0000","374.4200","376.8700","354.8000"
"2017/06/08","370.0000","9028677.0000","363.7500","371.9000","360.2200"
"2017/06/07","359.6500","9348692.0000","356.3400","360.5000","355.1400"
"2017/06/06","352.8500","11031920.0000","344.7000","359.4929","339.9700"
"2017/06/05","347.3200","6769174.0000","338.5000","348.4400","334.2100"
"2017/06/02","339.8500","5583952.0000","339.7700","342.8800","335.9300"
"2017/06/01","340.3700","7601764.0000","344.0000","344.8800","337.2900"
"2017/05/31","341.0100","9937556.0000","337.6900","342.8900","335.1600"
"2017/05/30","335.1000","7771536.0000","326.0000","336.2800","325.7600"
"2017/05/26","325.1400","7793009.0000","317.2800","325.4900","316.3100"
"2017/05/25","316.8300","5000432.0000","311.0200","316.9700","307.8100"
"2017/05/24","310.2200","5035192.0000","306.5100","311.0000","305.4000"
"2017/05/23","303.8600","4314267.0000","310.4600","310.7300","303.4800"
"2017/05/22","310.3500","4324305.0000","312.8000","314.3700","306.8000"
"2017/05/19","310.8300","4654580.0000","315.5000","316.5000","310.2000"
"2017/05/18","313.0600","5609153.0000","307.0000","313.9400","305.3100"
"2017/05/17","306.1100","6695657.0000","314.3900","314.6300","305.5000"
"2017/05/16","317.0100","4141066.0000","317.5900","320.0600","315.1400"
"2017/05/15","315.8800","7606854.0000","318.3800","320.2000","312.5300"
"2017/05/12","324.8100","4118613.0000","325.4800","327.0000","321.5300"
"2017/05/11","323.1000","4747172.0000","323.4000","326.0000","319.6000"
"2017/05/10","325.2200","5734524.0000","321.5600","325.5000","318.1200"
"2017/05/09","321.2600","9663374.0000","309.3800","321.9900","309.1000"
"2017/05/08","307.1900","7002907.0000","310.9000","313.7900","305.8200"
"2017/05/05","308.3500","8117449.0000","298.0000","308.5500","296.8000"
"2017/05/04","295.4600","14135990.0000","307.4350","307.7700","290.7601"
"2017/05/03","311.0200","6879259.0000","317.6700","321.5300","310.4500"
"2017/05/02","318.8900","5316551.0000","324.0000","327.6599","316.5601"
"2017/05/01","322.8300","8819888.0000","314.8800","327.2500","314.8100"
"2017/04/28","314.0700","4496659.0000","309.8300","314.8000","308.0000"
"2017/04/27","308.6300","3462663.0000","311.6900","313.0900","307.5000"
"2017/04/26","310.1700","4683131.0000","312.3700","314.5000","309.0000"
"2017/04/25","313.7900","6734162.0000","308.0000","313.9800","305.8600"
"2017/04/24","308.0300","5077771.0000","309.2200","310.5500","306.0215"
"2017/04/21","305.6000","4501958.0000","302.0000","306.4000","300.4200"
"2017/04/20","302.5100","6145961.0000","306.5100","309.1500","300.2300"
"2017/04/19","305.5200","3891145.0000","302.4600","306.6200","302.1100"
"2017/04/18","300.2500","3034225.0000","299.7000","300.8399","297.9000"
"2017/04/17","301.4400","4128067.0000","302.7000","304.0000","298.6800"
"2017/04/13","304.0000","9275682.0000","296.7000","307.3900","295.3000"
"2017/04/12","296.8400","6043648.0000","306.3400","308.4481","296.3200"
"2017/04/11","308.7100","5718053.0000","313.3800","313.4700","305.5000"
"2017/04/10","312.3900","7653623.0000","309.1500","313.7299","308.7100"
"2017/04/07","302.5400","4566632.0000","297.5000","302.6900","297.1500"
"2017/04/06","298.7000","5517731.0000","296.8800","301.9400","294.1000"
"2017/04/05","295.0000","7858565.0000","302.0400","304.8800","294.2000"
"2017/04/04","303.7000","10108230.0000","296.8900","304.8100","294.5300"
"2017/04/03","298.5200","13864850.0000","286.9000","299.0000","284.5800"
"2017/03/31","278.3000","3293698.0000","278.7300","279.6800","276.3197"
"2017/03/30","277.9200","4141437.0000","278.0400","282.0000","277.2100"
"2017/03/29","277.3800","3672526.0000","278.3400","279.6000","275.5400"
"2017/03/28","277.4500","7978665.0000","277.0200","280.6800","275.0000"
"2017/03/27","270.2200","6221361.0000","260.6000","270.5700","259.7500"
"2017/03/24","263.1600","5637668.0000","255.7000","263.8900","255.0100"
"2017/03/23","254.7800","3309844.0000","255.3900","257.6720","253.3000"
"2017/03/22","255.0100","4056735.0000","251.5600","255.0700","250.5100"
"2017/03/21","250.6800","6901555.0000","262.8300","264.8000","250.2400"
"2017/03/20","261.9200","3601616.0000","260.6000","264.5500","258.8210"
"2017/03/17","261.5000","6491018.0000","264.0000","265.3300","261.2000"
"2017/03/16","262.0500","7127180.0000","262.4000","265.7500","259.0600"
"2017/03/15","255.7300","5233365.0000","257.0000","261.0000","254.2700"
"2017/03/14","258.0000","7581719.0000","246.1100","258.1200","246.0200"
"2017/03/13","246.1700","3011280.0000","244.8200","246.8500","242.7810"
"2017/03/10","243.6900","3062785.0000","246.2100","246.5000","243.0000"
"2017/03/09","244.9000","3876494.0000","247.6300","248.6600","243.0000"
"2017/03/08","246.8700","3726746.0000","247.0000","250.0700","245.3200"
"2017/03/07","248.5900","3452587.0000","251.9200","253.8900","248.3200"
"2017/03/06","251.2100","3353601.0000","247.9100","251.7000","247.5100"
"2017/03/03","251.5700","2925481.0000","250.7400","251.9000","249.0000"
"2017/03/02","250.4800","3345751.0000","249.7100","253.2800","248.2700"
"2017/03/01","250.0200","4804963.0000","254.1800","254.8500","249.1100"
"2017/02/28","249.9900","6073890.0000","244.1900","251.0000","243.9000"
"2017/02/27","246.2300","11450160.0000","248.1700","248.3600","242.0100"
"2017/02/24","257.0000","8166869.0000","252.6600","258.2500","250.2000"
"2017/02/23","255.9900","14877090.0000","264.0000","264.6600","255.5600"
"2017/02/22","273.5100","8537811.0000","280.3100","283.4500","272.6000"
"2017/02/21","277.3900","5647575.0000","275.4500","281.4000","274.0100"
"2017/02/17","272.2300","6251469.0000","265.8000","272.8900","264.1500"
"2017/02/16","268.9500","7063860.0000","277.6000","280.0000","268.5000"
"2017/02/15","279.7600","4943879.0000","280.0000","282.2400","276.4400"
"2017/02/14","280.9800","7341450.0000","279.0300","287.3900","278.6100"
"2017/02/13","280.6000","7023072.0000","270.7400","280.7899","270.5100"
"2017/02/10","269.2300","3618336.0000","269.7900","270.9500","266.1100"
"2017/02/09","269.2000","7812600.0000","266.2500","271.1800","266.1500"
"2017/02/08","262.0800","3912428.0000","257.3500","263.3600","256.2000"
"2017/02/07","257.4800","4244063.0000","258.1900","260.0000","256.4200"
"2017/02/06","257.7700","3557600.0000","251.0000","257.8200","250.6300"
"2017/02/03","251.3300","2185230.0000","251.9100","252.1790","249.6800"
"2017/02/02","251.5500","2498799.0000","248.3400","252.4200","247.7100"
"2017/02/01","249.2400","3953105.0000","253.0500","253.2000","249.0500"
"2017/01/31","251.9300","4112013.0000","249.2400","255.8900","247.7000"
"2017/01/30","250.6300","3798638.0000","252.5300","255.2899","247.1000"
"2017/01/27","252.9500","3161774.0000","251.3800","253.0000","248.5200"
"2017/01/26","252.5100","3143717.0000","254.2900","255.7400","250.7500"
"2017/01/25","254.4700","5145301.0000","257.3100","258.4600","251.8000"
"2017/01/24","254.6100","4958144.0000","250.0000","254.8000","249.6500"
"2017/01/23","248.9200","6262097.0000","245.8500","250.8899","245.5000"
"2017/01/20","244.7300","4199720.0000","245.4600","246.0000","243.0100"
"2017/01/19","243.7600","7717244.0000","247.2500","248.6800","240.7500"
"2017/01/18","238.3600","3767272.0000","236.6500","239.7100","235.5800"
"2017/01/17","235.5800","4614731.0000","236.7000","239.9600","234.3700"
"2017/01/13","237.7500","6085610.0000","230.0000","237.8500","229.5900"
"2017/01/12","229.5900","3787547.0000","229.0600","230.7000","225.5800"
"2017/01/11","229.7300","3649910.0000","229.0700","229.9800","226.6800"
"2017/01/10","229.8700","3658981.0000","232.0000","232.0000","226.8900"
"2017/01/09","231.2800","3972716.0000","228.9700","231.9200","228.0000"
"2017/01/06","229.0100","5524153.0000","226.9300","230.3100","225.4500"
"2017/01/05","226.7500","5908927.0000","226.4200","227.4800","221.9500"
"2017/01/04","226.9900","11204560.0000","214.7500","228.0000","214.3100"
"2017/01/03","216.9900","5901494.0000","214.8600","220.3300","210.9600"
"2016/12/30","213.6900","4641288.0000","216.3000","217.5000","211.6800"
"2016/12/29","214.6800","4043086.0000","218.5600","219.2000","214.1225"
"2016/12/28","219.7400","3778544.0000","221.5300","223.8000","217.2000"
"2016/12/27","219.5300","5913335.0000","214.8800","222.2500","214.4200"
"2016/12/23","213.3400","4668263.0000","208.0000","213.4500","207.7100"
"2016/12/22","208.4500","3108427.0000","208.2200","209.9900","206.5000"
"2016/12/21","207.7000","5206143.0000","208.4500","212.2300","207.4100"
"2016/12/20","208.7900","4684269.0000","203.0500","209.0000","202.5000"
"2016/12/19","202.7300","3486937.0000","202.4900","204.4500","199.8400"
"2016/12/16","202.4900","3795444.0000","198.0800","202.5900","197.6000"
"2016/12/15","197.5800","3218653.0000","198.4100","200.7400","197.3900"
"2016/12/14","198.6900","4147314.0000","198.7400","203.0000","196.7600"
"2016/12/13","198.1500","6819322.0000","193.1800","201.2800","193.0000"
"2016/12/12","192.4300","2436428.0000","192.8000","194.4200","191.0400"
"2016/12/09","192.1800","2720937.0000","190.8700","193.8360","190.8100"
"2016/12/08","192.2900","3193684.0000","192.0500","192.5000","189.5400"
"2016/12/07","193.1500","5457071.0000","186.1500","193.4000","185.0000"
"2016/12/06","185.8500","3389365.0000","185.5200","186.5800","182.6825"
"2016/12/05","186.8000","4069480.0000","182.5100","188.8900","182.5100"
"2016/12/02","181.4700","4040201.0000","182.8800","184.8800","180.0000"
"2016/12/01","181.8800","5119105.0000","188.2500","188.5300","181.0000"
"2016/11/30","189.4000","3544891.0000","191.0000","191.8900","187.5000"
"2016/11/29","189.5700","4435312.0000","195.5600","196.7300","189.5000"
"2016/11/28","196.1200","4521082.0000","195.4800","199.3500","194.5500"
"2016/11/25","196.6500","2366098.0000","193.6400","197.2372","193.6400"
"2016/11/23","193.1400","4890285.0000","190.6100","195.6440","189.0000"
"2016/11/22","191.1700","5601238.0000","185.8400","191.4700","183.7100"
"2016/11/21","184.5200","4355872.0000","185.0400","188.8900","184.4100"
"2016/11/18","185.0200","5206473.0000","190.6500","193.0000","185.0000"
"2016/11/17","188.6600","4880969.0000","183.4900","189.4900","182.1101"
"2016/11/16","183.9300","3432668.0000","182.6500","184.7300","181.2100"
"2016/11/15","183.7700","3899743.0000","182.7800","186.4300","182.0500"
"2016/11/14","181.4500","6547913.0000","188.0000","188.2500","178.1900"
"2016/11/11","188.5600","3987091.0000","184.2400","188.8800","183.0000"
"2016/11/10","185.3500","6746290.0000","191.0500","191.6100","180.4200"
"2016/11/09","190.0600","8166447.0000","186.8750","192.0000","183.9500"
"2016/11/08","194.9400","3252927.0000","193.7900","197.4900","191.2600"
"2016/11/07","193.2100","3857682.0000","193.5900","194.2900","190.0500"
"2016/11/04","190.5600","5143915.0000","189.0000","193.4600","185.9600"
"2016/11/03","187.4200","2644550.0000","189.0000","191.4700","187.0401"
"2016/11/02","188.0200","4242250.0000","190.0500","192.6951","187.5050"
"2016/11/01","190.7900","7023674.0000","198.0400","198.5000","188.1050"
"2016/10/31","197.7300","4691320.0000","202.4900","202.4900","195.8100"
"2016/10/28","199.9700","4273456.0000","204.0000","205.3200","199.8300"
"2016/10/27","204.0100","13070990.0000","211.3400","213.7000","201.6500"
"2016/10/26","202.2400","5346893.0000","201.0000","203.1900","200.1000"
"2016/10/25","202.3400","2442118.0000","202.9000","204.6900","201.2000"
"2016/10/24","202.7600","2747344.0000","201.0000","203.9452","200.2500"
"2016/10/21","200.0900","2936908.0000","198.6000","201.5700","197.4100"
"2016/10/20","199.1000","5069410.0000","202.1200","203.0000","197.0500"
"2016/10/19","203.5600","6966185.0000","199.7400","206.6600","198.0600"
"2016/10/18","199.1000","5676046.0000","195.9900","199.4700","193.2600"
"2016/10/17","193.9600","4518331.0000","197.0500","198.3900","192.0000"
"2016/10/14","196.5100","4265471.0000","200.6600","201.4300","196.3000"
"2016/10/13","200.2400","2495140.0000","200.5000","200.8950","197.0500"
"2016/10/12","201.5100","1969099.0000","200.9500","203.8800","200.4200"
"2016/10/11","200.1000","2326754.0000","201.8500","202.2000","198.3100"
"2016/10/10","200.9500","3311340.0000","201.3500","204.1400","199.6600"
"2016/10/07","196.6100","3489480.0000","201.0000","201.3200","195.8000"
"2016/10/06","201.0000","4697937.0000","202.4600","204.2099","200.2100"
"2016/10/05","208.4600","1872456.0000","212.2400","213.1500","208.1200"
"2016/10/04","211.4100","3537953.0000","213.1000","213.3200","208.8200"
"2016/10/03","213.7000","5989342.0000","212.3000","215.6688","208.2500"
"2016/09/30","204.0300","2581730.0000","202.2100","204.9800","199.5500"
"2016/09/29","200.7000","2714040.0000","205.6000","207.3300","200.5800"
"2016/09/28","206.2700","2079324.0000","207.5100","208.2500","205.2600"
"2016/09/27","205.8100","3367907.0000","209.6500","209.9818","204.6093"
"2016/09/26","208.9900","2393373.0000","206.5000","211.0000","206.5000"
"2016/09/23","207.4500","2904125.0000","205.9900","210.1800","205.6700"
"2016/09/22","206.4300","2381600.0000","206.4000","207.2800","203.0000"
"2016/09/21","205.2200","2631285.0000","206.3700","207.0000","201.5600"
"2016/09/20","204.6400","2408556.0000","206.8500","207.7500","203.9100"
"2016/09/19","206.3400","2298318.0000","207.0000","209.4300","205.0000"
"2016/09/16","205.4000","3104266.0000","200.4200","205.7000","199.0000"
"2016/09/15","200.4200","3082942.0000","196.4900","202.5193","196.4000"
"2016/09/14","196.4100","2256143.0000","195.7500","197.9248","194.8562"
"2016/09/13","196.0500","3583140.0000","197.0600","198.4900","193.4500"
"2016/09/12","198.3000","3714049.0000","195.0000","201.3690","194.1000"
"2016/09/09","194.4700","3753734.0000","199.0900","199.9200","193.7000"
"2016/09/08","197.3600","3372293.0000","199.5500","199.8900","196.3600"
"2016/09/07","201.7100","3637918.0000","205.5000","206.4968","200.7100"
"2016/09/06","202.8300","4386193.0000","199.0200","203.2500","199.0000"
"2016/09/02","197.7800","5970154.0000","202.3300","203.2000","196.2000"
"2016/09/01","200.7700","7932444.0000","209.0100","211.0999","200.5000"
"2016/08/31","212.0100","3274854.0000","210.4300","212.6000","208.6500"
"2016/08/30","211.3400","3164222.0000","216.1100","216.1100","210.5200"
"2016/08/29","215.2000","3261381.0000","220.1500","220.4000","215.0000"
"2016/08/26","219.9900","2238087.0000","222.1400","222.8550","218.8200"
"2016/08/25","220.9600","1760212.0000","223.1100","223.8000","220.7700"
"2016/08/24","222.6200","2566947.0000","227.0500","227.1500","222.2200"
"2016/08/23","224.8400","4747745.0000","224.3200","228.4900","222.8000"
"2016/08/22","222.9300","2061692.0000","224.1700","225.1100","222.6800"
"2016/08/19","225.0000","1658616.0000","223.5400","225.1690","222.5300"
"2016/08/18","223.5100","1699300.0000","223.8200","225.6600","222.2900"
"2016/08/17","223.2400","1786408.0000","224.3300","224.8300","222.8000"
"2016/08/16","223.6100","2251115.0000","225.4900","227.1900","223.4101"
"2016/08/15","225.5900","2017964.0000","226.0200","229.5000","224.9300"
"2016/08/12","225.6100","1811850.0000","225.4100","226.6500","224.0400"
"2016/08/11","224.9100","1876959.0000","226.1700","227.5700","223.4100"
"2016/08/10","225.6500","2336496.0000","228.2400","229.8700","224.6200"
"2016/08/09","229.0800","2199766.0000","226.8200","231.5375","226.6500"
"2016/08/08","226.1600","2259465.0000","228.0000","229.6000","226.0900"
"2016/08/05","230.0300","3190342.0000","230.0000","232.0000","227.4000"
"2016/08/04","230.6100","4142155.0000","225.6900","230.8600","222.0500"
"2016/08/03","225.7900","3808747.0000","227.3700","229.6990","224.2100"
"2016/08/02","227.2000","3928706.0000","229.3700","229.8700","221.4000"
"2016/08/01","230.0100","4014048.0000","235.5000","236.6300","229.3800"
"2016/07/29","234.7900","3061574.0000","230.7000","235.2800","230.2400"
"2016/07/28","230.6100","2415462.0000","227.9500","230.7600","226.6000"
"2016/07/27","228.4900","2887028.0000","229.3400","233.3600","226.9200"
"2016/07/26","229.5100","3427251.0000","227.6900","230.0000","225.3000"
"2016/07/25","230.0100","4479483.0000","222.2700","231.3900","221.3715"
"2016/07/22","222.2700","2570462.0000","221.9900","224.5000","218.8800"
"2016/07/21","220.5000","4425756.0000","226.0000","227.8470","219.1000"
"2016/07/20","228.3600","2556119.0000","226.4700","229.8000","225.0000"
"2016/07/19","225.2600","3047535.0000","225.0000","229.1000","224.7500"
"2016/07/18","226.2500","3394588.0000","219.6400","227.0900","218.3000"
"2016/07/15","220.4000","2230821.0000","222.5200","222.7499","219.6400"
"2016/07/14","221.5300","2657899.0000","223.1200","224.9400","221.0500"
"2016/07/13","222.5300","3540699.0000","225.5000","225.5900","220.2900"
"2016/07/12","224.6500","4573875.0000","224.1000","227.5000","223.2200"
"2016/07/11","224.7800","5369066.0000","219.9600","226.7800","219.5100"
"2016/07/08","216.7800","4067131.0000","217.8000","219.8100","214.5000"
"2016/07/07","215.9400","3603385.0000","213.1000","218.1200","213.0100"
"2016/07/06","214.4400","4910285.0000","210.0000","215.2300","209.0000"
"2016/07/05","213.9800","5169832.0000","209.7300","214.5441","208.0000"
"2016/07/01","216.5000","5396030.0000","206.1400","218.2400","206.0000"
"2016/06/30","212.2800","4794440.0000","212.9700","213.4999","209.0200"
"2016/06/29","210.1900","5987120.0000","205.1300","211.7800","203.0000"
"2016/06/28","201.7900","6158996.0000","201.8900","204.0500","199.4100"
"2016/06/27","198.5500","7211823.0000","190.8600","198.8100","187.8700"
"2016/06/24","193.1500","6988949.0000","190.0500","195.1200","189.7300"
"2016/06/23","196.4000","10098190.0000","195.6900","197.5500","192.1300"
"2016/06/22","196.6600","23706100.0000","199.4700","205.9500","195.7500"
"2016/06/21","219.6100","2855619.0000","220.6800","222.5690","218.8100"
"2016/06/20","219.7000","3549768.0000","219.5000","223.7500","218.2300"
"2016/06/17","215.4700","3107734.0000","217.8100","219.9900","214.5000"
"2016/06/16","217.9300","2438692.0000","217.4200","218.0400","213.5000"
"2016/06/15","217.7000","2905002.0000","216.9500","221.9000","215.1300"
"2016/06/14","214.9600","3575822.0000","218.8800","222.2000","212.5300"
"2016/06/13","217.8700","4187833.0000","219.5000","225.7700","217.6600"
"2016/06/10","218.7900","5994548.0000","227.3900","227.9700","218.4217"
"2016/06/09","229.3600","4454222.0000","234.9800","235.3300","227.0600"
"2016/06/08","235.5200","5965110.0000","233.8000","240.8450","232.6050"
"2016/06/07","232.3400","6194154.0000","222.2400","234.4400","221.5200"
"2016/06/06","220.6800","2242634.0000","218.0000","220.9000","215.4500"
"2016/06/03","218.9900","2226110.0000","220.0000","221.9400","218.0100"
"2016/06/02","218.9600","2017279.0000","219.5900","219.9090","217.1100"
"2016/06/01","219.5600","2982270.0000","221.4800","222.4000","216.8900"
"2016/05/31","223.2300","2786682.0000","223.0400","224.7497","221.5001"
"2016/05/27","223.0400","3645792.0000","224.9900","225.9300","220.7500"
"2016/05/26","225.1200","4066512.0000","220.5000","225.2600","219.0500"
"2016/05/25","219.5800","3131279.0000","217.9100","221.3600","216.5100"
"2016/05/24","217.9100","3009327.0000","216.6000","218.7400","215.1800"
"2016/05/23","216.2200","5096751.0000","219.8700","222.6000","215.8600"
"2016/05/20","220.2800","8996546.0000","216.9900","220.5500","216.3500"
"2016/05/19","215.2100","6817922.0000","213.6200","216.7900","207.3000"
"2016/05/18","211.1700","5552692.0000","209.1500","215.3100","207.7500"
"2016/05/17","204.6600","2842028.0000","209.0500","209.8199","204.0200"
"2016/05/16","208.2900","2945754.0000","208.1500","213.1500","207.9200"
"2016/05/13","207.6100","2820616.0000","207.7800","211.2000","206.7000"
"2016/05/12","207.2800","3650075.0000","211.4400","211.6700","203.6572"
"2016/05/11","208.9600","5159640.0000","207.5900","215.4800","206.0500"
"2016/05/10","208.6900","4068053.0000","207.5500","209.4700","205.0000"
"2016/05/09","208.9200","4772992.0000","215.7200","216.1500","206.8000"
"2016/05/06","214.9300","5683675.0000","210.8700","216.3700","208.1100"
"2016/05/05","211.5300","11248340.0000","228.4600","228.6400","209.7900"
"2016/05/04","222.5600","8550004.0000","230.2900","234.4600","220.4000"
"2016/05/03","232.3200","4296325.0000","237.3600","238.9100","231.6200"
"2016/05/02","241.8000","3838958.0000","241.5000","243.1900","234.8200"
"2016/04/29","240.7600","5405164.0000","248.1400","248.4300","237.8100"
"2016/04/28","247.7100","2515595.0000","249.8500","253.4300","247.4400"
"2016/04/27","251.4700","3198105.0000","252.7500","255.0000","249.4000"
"2016/04/26","253.7400","3217779.0000","252.0500","255.7300","249.3900"
"2016/04/25","251.8200","3665088.0000","253.0100","257.3800","250.7600"
"2016/04/22","253.7500","3783126.0000","248.8900","254.0000","245.7100"
"2016/04/21","248.2900","2777079.0000","248.9900","250.9000","246.9100"
"2016/04/20","249.9700","5192343.0000","246.2600","253.6600","241.5000"
"2016/04/19","247.3700","6351360.0000","253.1200","254.3699","241.2510"
"2016/04/18","253.8800","4263246.0000","252.2300","258.3100","251.6600"
"2016/04/15","254.5100","3748593.0000","251.3100","254.6000","249.1200"
"2016/04/14","251.8600","4129258.0000","253.0000","256.8390","251.0501"
"2016/04/13","254.5300","4921554.0000","248.5100","255.5000","247.3300"
"2016/04/12","247.8200","5755351.0000","249.5000","251.8000","243.6300"
"2016/04/11","249.9200","9156404.0000","251.0000","258.9900","245.3000"
"2016/04/08","250.0700","7352707.0000","260.5000","260.8200","248.0201"
"2016/04/07","257.2000","8845567.0000","266.4500","269.3400","254.5100"
"2016/04/06","265.4200","11695760.0000","253.9700","267.7400","253.4500"
"2016/04/05","255.4700","9931470.0000","240.5000","256.5600","240.0000"
"2016/04/04","246.9900","13381160.0000","249.1200","252.1200","243.6400"
"2016/04/01","237.5900","15979910.0000","244.8250","247.9000","233.2500"
"2016/03/31","229.7700","7975638.0000","229.3400","237.4200","225.0100"
"2016/03/30","226.8900","4025670.0000","235.0900","235.5000","226.5000"
"2016/03/29","230.1300","4006037.0000","229.8900","232.3800","225.3300"
"2016/03/28","230.2600","3878599.0000","231.6100","234.8100","225.0000"
"2016/03/24","227.7500","4956604.0000","215.7800","228.8877","215.0000"
"2016/03/23","222.5800","4936203.0000","232.3700","234.7300","222.0300"
"2016/03/22","234.2400","4303052.0000","237.2100","238.9900","232.5580"
"2016/03/21","238.3200","5289014.0000","235.3400","239.8800","235.0000"
"2016/03/18","232.7400","4704761.0000","229.1000","234.4800","228.0600"
"2016/03/17","226.3800","3769083.0000","221.4700","228.5000","220.0000"
"2016/03/16","221.9300","3511873.0000","218.0000","222.5800","217.0200"
"2016/03/15","218.3400","3133230.0000","214.2700","218.9700","211.5000"
"2016/03/14","215.1500","4062304.0000","212.6500","216.7200","210.6400"
"2016/03/11","207.5000","3339148.0000","207.9300","209.4200","205.3300"
"2016/03/10","205.1800","5191602.0000","210.0000","213.2900","200.6710"
"2016/03/09","208.7200","3207597.0000","204.5200","209.3726","202.7900"
"2016/03/08","202.6000","4175498.0000","203.5000","207.5000","202.2000"
